,date,time,tempC,weatherDesc,precipMM,humidity,pressure,cloudcover,windspeedKmph,visibility,uvIndex,moon_illumination,city
103,2018-01-27,12,15,Sunny,0.0,56,1028,12,2,10,4,71,rome
104,2018-01-27,18,13,Clear,0.0,74,1031,4,3,10,4,71,rome
105,2018-01-28,0,11,Clear,0.0,71,1033,0,8,10,4,78,rome
106,2018-01-28,6,10,Sunny,0.0,67,1035,0,8,10,4,78,rome
107,2018-01-28,12,17,Sunny,0.0,53,1035,0,5,10,4,78,rome
108,2018-01-28,18,14,Clear,0.0,76,1035,0,7,10,4,78,rome
109,2018-01-29,0,12,Clear,0.0,77,1035,0,6,10,4,86,rome
110,2018-01-29,6,10,Sunny,0.0,76,1034,0,6,10,4,86,rome
111,2018-01-29,12,16,Sunny,0.0,52,1033,0,7,10,4,86,rome
112,2018-01-29,18,13,Clear,0.0,78,1031,0,7,10,4,86,rome
113,2018-01-30,0,12,Clear,0.0,82,1031,0,7,10,4,93,rome
114,2018-01-30,6,8,Sunny,0.0,82,1030,9,7,10,4,93,rome
115,2018-01-30,12,14,Sunny,0.0,62,1029,4,7,10,4,93,rome
116,2018-01-30,18,12,Clear,0.0,75,1029,2,5,10,4,93,rome
117,2018-01-31,0,9,Clear,0.0,80,1029,7,5,10,4,97,rome
118,2018-01-31,6,8,Cloudy,0.0,80,1027,41,9,10,4,97,rome
119,2018-01-31,12,13,Rain,0.2,64,1024,71,8,10,4,97,rome
120,2018-01-31,18,11,Rain,0.2,75,1022,50,7,10,4,97,rome
121,2018-02-01,0,11,Rain,0.4,77,1019,49,10,9,3,88,rome
122,2018-02-01,6,10,Rain,0.5,79,1015,100,17,10,3,88,rome
123,2018-02-01,12,14,Rain,0.8,70,1011,59,21,10,3,88,rome
124,2018-02-01,18,12,Rain,0.4,79,1009,32,14,9,3,88,rome
125,2018-02-02,0,12,Rain,0.8,81,1008,37,19,9,3,81,rome
126,2018-02-02,6,12,Rain,0.7,83,1006,46,21,9,3,81,rome
127,2018-02-02,12,14,Rain,2.0,68,1004,70,18,10,3,81,rome
128,2018-02-02,18,13,Rain,1.3,77,1003,13,21,9,3,81,rome
129,2018-02-03,0,13,Rain,9.8,83,999,44,31,3,3,73,rome
130,2018-02-03,6,11,Rain,6.3,72,997,91,32,7,3,73,rome
131,2018-02-03,12,11,Rain,1.5,65,1002,92,30,10,3,73,rome
132,2018-02-03,18,9,Rain,0.9,65,1006,19,25,9,3,73,rome
133,2018-02-04,0,7,Rain,0.9,73,1009,10,13,9,2,66,rome
134,2018-02-04,6,7,Sunny,0.3,80,1012,4,6,10,2,66,rome
135,2018-02-04,12,12,Sunny,0.0,48,1015,8,4,10,2,66,rome
136,2018-02-04,18,9,Clear,0.0,63,1017,14,4,10,2,66,rome
137,2018-02-05,0,7,Cloudy,0.0,70,1020,49,12,10,4,58,rome
138,2018-02-05,6,7,Sunny,0.0,71,1019,17,12,10,4,58,rome
139,2018-02-05,12,13,Cloudy,0.0,59,1019,40,18,10,4,58,rome
140,2018-02-05,18,10,Rain,0.2,71,1018,20,12,9,4,58,rome
141,2018-02-06,0,8,Cloudy,0.0,70,1016,45,14,10,4,51,rome
142,2018-02-06,12,13,Rain,0.7,70,1009,100,28,10,4,51,rome
143,2018-02-06,18,11,Rain,2.9,82,1006,64,18,7,4,51,rome
144,2018-02-07,0,9,Rain,0.3,86,1004,29,15,9,3,43,rome
145,2018-02-07,6,9,Rain,2.5,81,1003,81,13,10,3,43,rome
146,2018-02-07,12,12,Rain,1.2,67,1004,43,12,10,3,43,rome
147,2018-02-07,18,9,Rain,1.4,77,1006,86,10,10,3,43,rome
148,2018-02-08,0,8,Cloudy,0.0,84,1010,52,7,10,4,36,rome
149,2018-02-08,6,7,Cloudy,0.0,85,1013,57,1,10,4,36,rome
150,2018-02-08,12,12,Sunny,0.1,58,1015,12,11,10,4,36,rome
151,2018-02-08,18,10,Clear,0.2,73,1017,12,3,10,4,36,rome
152,2018-02-09,0,9,Rain,0.2,77,1018,17,3,9,3,28,rome
153,2018-02-09,6,7,Sunny,0.0,79,1017,6,9,10,3,28,rome
154,2018-02-09,12,13,Sunny,0.0,53,1015,7,4,10,3,28,rome
155,2018-02-09,18,10,Clear,0.0,66,1013,4,9,10,3,28,rome
156,2018-02-10,0,7,Clear,0.0,68,1011,6,10,10,4,20,rome
157,2018-02-10,6,6,Sunny,0.0,70,1008,5,12,10,4,20,rome
158,2018-02-10,12,13,Sunny,0.0,44,1007,3,9,10,4,20,rome
159,2018-02-10,18,9,Clear,0.0,57,1008,2,17,10,4,20,rome
160,2018-02-11,0,6,Clear,0.0,64,1009,3,15,10,3,13,rome
161,2018-02-11,6,5,Sunny,0.0,67,1009,0,11,10,3,13,rome
162,2018-02-11,12,11,Sunny,0.0,45,1010,0,11,10,3,13,rome
163,2018-02-11,18,8,Clear,0.0,56,1011,22,12,10,3,13,rome
164,2018-02-12,0,6,Cloudy,0.0,59,1011,84,6,10,2,5,rome
165,2018-02-12,12,12,Rain,1.0,67,1009,100,19,9,2,5,rome
166,2018-02-12,18,10,Cloudy,0.1,76,1009,58,5,10,2,5,rome
167,2018-02-13,0,9,Rain,0.7,80,1010,27,1,9,2,0,rome
168,2018-02-13,6,7,Rain,0.2,80,1009,64,9,10,2,0,rome
169,2018-02-13,12,11,Sunny,0.0,51,1009,6,16,10,2,0,rome
170,2018-02-13,18,7,Clear,0.0,57,1012,0,17,10,2,0,rome
171,2018-02-14,0,5,Clear,0.0,62,1013,10,9,10,3,0,rome
172,2018-02-14,6,5,Cloudy,0.0,50,1011,87,13,10,3,0,rome
173,2018-02-14,12,5,Rain,9.4,78,1011,90,11,5,3,0,rome
174,2018-02-14,18,7,Clear,0.3,67,1015,2,9,10,3,0,rome
175,2018-02-15,0,3,Clear,0.0,71,1018,0,19,10,3,0,rome
